TRANSCRIPT_TEXT,REVIEW_DATE,BRANCH_NUMBER,REGION_NUMBER,CUSTOMER_ID
"Visité la sucursal de Bank Corp con drive-thru y la espera fue excesiva. Estuve más de 20 minutos en fila y el personal parecía desbordado; solo una ventanilla abierta en hora pico. Esperaba atención rápida para operaciones sencillas, pero fue lento y frustrante. Decepcionado por la falta de organización; deberían abrir más carriles o mejorar la gestión de turnos.",2025-08-19,41,1,20
"Visite à une agence Bank Corp. Le guichetier était professionnel, poli et compétent; il a traité ma demande rapidement et expliqué les options sans empressement. Le temps d'attente était raisonnable et le service conforme à mes attentes. Une expérience satisfaisante, ni exceptionnelle ni décevante.",2025-07-18,21,2,411
"Die Wartezeit in der Filiale von Bank Corp war akzeptabel – etwa 15 Minuten am Vormittag. Das Personal war freundlich und effizient, sodass die Zeit schnell verging. Ein paar mehr Sitzplätze wären schön, aber insgesamt guter Service und ich komme gerne wieder.",2025-07-15,44,1,582
"Très déçu par Bank Corp : attente excessive en agence. J'ai attendu plus de 30 minutes malgré un rendez-vous pris, avec peu d'agents disponibles. L'accueil mal organisé et aucune information sur le délai. Le personnel a été professionnel, mais le temps d'attente reste inacceptable.",2025-06-19,14,2,638
"Tuve una experiencia decepcionante con Bank Corp en una sucursal local. El asesor mostró falta de profesionalismo y parecía tener poco conocimiento sobre los productos; sus respuestas fueron vagas y no resolvieron mis dudas. Además tardé demasiado en ser atendido y no recibí seguimiento tras dejar documentos. Espero que mejoren la capacitación y el trato al cliente, porque la experiencia fue frustrante y poco profesional.",2025-07-28,30,4,620
"Visité una sucursal de Bank Corp y la espera dentro fue frustrante. A pesar de tener cita, esperé más de 25 minutos para ser atendido; había solo dos ventanillas abiertas y el personal parecía desbordado. El servicio al final fue correcto, pero el tiempo de espera me dejó una mala impresión. Mejoren la organización, por favor.",2025-06-22,7,2,521
"I visited Bank Corp's drive-thru today. Wait was a bit longer than I'd like — about 10 minutes — but staff were friendly and efficient once I reached the window. Transactions were handled quickly and accurately. Would appreciate faster service during peak times, but overall a pleasant experience and I’ll keep coming back.",2025-06-18,22,2,165
"Die Filiale von Bank Corp erfüllt die grundlegenden Bedingungen einer Bankfiliale. Gebäude und Schalterbereiche sind sauber und gut instand gehalten, die Beschilderung könnte jedoch an einigen Stellen klarer sein. Sitzgelegenheiten sind ausreichend vorhanden, die Beleuchtung ist angenehm. Barrierefreiheit ist teilweise gegeben (Zugang ohne Stufen, aber Automaten teils hoch angebracht). Wartemarken-System funktioniert, Wartezeiten waren durchschnittlich. Insgesamt befriedigend.",2025-07-16,23,3,593
"Terrible facility. Branch is filthy, sticky floors, overflowing trash, broken ATM with taped-on screen, flickering lights, uncomfortable torn chairs, and a foul-smelling restroom that's never cleaned. Signage is faded, ramps and counters poorly maintained. Completely unacceptable for a bank — I will take my business elsewhere until they fix these basic sanitation and safety problems.",2025-09-01,19,6,318
"I visited Bank Corp last week for mortgage advice. My advisor was professional, knowledgeable, and explained options clearly, answering my questions patiently. I appreciated the follow-up calls and straightforward paperwork. The only downside was a longer-than-expected wait at the branch. Overall, a positive experience — competent advisor and solid guidance. I would return for future needs but hope in-branch wait times improve.",2025-06-14,25,6,79
"I visited Bank Corp to discuss refinancing and was pleased with the advisor’s professionalism and clear explanations. They listened to my goals, walked me through options, and followed up promptly with paperwork. The branch felt organized and staff were courteous. My only minor gripe was a short wait time, but overall the experience gave me confidence in their expertise. I’d recommend this location for straightforward, professional banking advice.",2025-08-29,30,5,630
"I visited Bank Corp to access my security deposit box. The branch was clean and secure, and the staff guided me through the identity checks and procedures efficiently. The private vault room felt safe and the attendant was professional and courteous. The only drawback was a short wait due to appointments, but overall the process was smooth and reassuring. I’d use their facility again.",2025-08-21,3,4,143
"Tive uma experiência excelente na Bank Corp. A atendente foi extremamente profissional, eficiente e atenciosa, explicou tudo com clareza e resolveu meu problema rapidamente. Atendimento cordial, sem pressa, com competências e paciência. Saí muito satisfeito(a) e recomendo a agência para quem busca atendimento humano e competente.",2025-06-27,30,1,237
"Très satisfait du temps d'attente au drive de Bank Corp. En arrivant, j'ai été pris en charge rapidement; transaction efficace et personnel souriant. Aucune attente inutile, idéal quand on est pressé. Je recommande vivement ce service pour sa rapidité et son professionnalisme.",2025-06-23,12,3,594
"Bei meinem letzten Besuch in der Bank Corp-Filiale war die Mitarbeiterin am Schalter sehr professionell und kompetent. Sie beantwortete meine Fragen geduldig, erklärte Konditionen klar und erledigte die Transaktion zügig. Freundlichkeit und Fachwissen haben einen guten Eindruck hinterlassen. Einziger kleiner Kritikpunkt: die Wartezeit war etwas länger als erwartet. Insgesamt zufrieden, würde die Filiale wieder aufsuchen.",2025-08-18,11,3,488
"Siempre que voy al drive-thru de Bank Corp el tiempo de espera es sorprendentemente corto. En minutos estoy atendido, el personal es eficiente y muy amable, y las transacciones se realizan sin contratiempos. Me encanta lo conveniente que es para mis asuntos bancarios. Muy recomendable.",2025-07-29,6,4,364
"J'ai visité une agence de Bank Corp récemment. Le/la guichetier(ère) était professionnel(le), courtois(e) et a traité ma demande efficacement. Les explications étaient claires, même si l'attente a été un peu longue. Globalement expérience satisfaisante côté compétence et professionnalisme, avec toutefois une marge d'amélioration sur la rapidité.",2025-08-21,21,2,679
"Ich war kürzlich in einer Bank Corp Filiale. Die Wartezeit im Inneren betrug etwa 20 Minuten; es gibt ein Ticketsystem, das einigermaßen funktioniert. Sitzmöglichkeiten und Informationsmaterial waren vorhanden. Das Personal war freundlich, aber aufgrund des Andrangs dauerte die Bearbeitung länger als erwartet. Insgesamt in Ordnung, jedoch besteht Raum für kürzere Wartezeiten.",2025-09-05,4,6,530
"I had a positive experience with a Bank Corp advisor at my local branch. The banker was professional, knowledgeable, and took time to explain account options and fees in plain language. They answered all my questions, followed up promptly, and made the process straightforward. My only small gripe was a short wait time for the appointment. Overall, I felt well cared for and would recommend this branch for trusted, professional advice.",2025-07-07,14,1,614
"Visité una sucursal de Bank Corp recientemente. La cajera fue profesional y eficiente; respondió a mis preguntas con claridad y procesó mi operación sin demoras. El trato fue correcto y cordial, aunque el tiempo de espera fue algo variable. En general, experiencia satisfactoria por la competencia del personal en operaciones rutinarias.",2025-08-27,9,5,428
"Mein Besuch in der Bank Corp-Filiale enttäuschte. Die Schalterkraft wirkte unsicher und überfordert, brauchte ungewöhnlich lange für einfache Vorgänge und erklärte die Schritte nur oberflächlich. Freundlichkeit war vorhanden, doch die Professionalität ließ deutlich zu wünschen übrig. Lange Wartezeiten verschärften das Gefühl von Unorganisiertheit. Hoffe auf bessere Schulung und Serviceverbesserung.",2025-08-09,13,2,493
"Ich habe kürzlich bei Bank Corp in einer Filiale ein Schließfach genutzt. Terminvereinbarung und Identitätsprüfung liefen reibungslos, die Sicherheitskontrollen sind streng, wodurch die Privatsphäre gewährleistet war. Das Personal war sachlich und effizient, die Räumlichkeiten sauber, allerdings sind die Gebühren und Öffnungszeiten etwas restriktiv. Insgesamt funktionierte der Zugang zuverlässig, ohne besondere Vorkommnisse.",2025-07-14,31,4,395
"La sucursal de Bank Corp tiene instalaciones descuidadas: asientos incómodos, baños sucios y señalización confusa. El aire acondicionado parece no funcionar bien y el cajero automático estuvo fuera de servicio. Además, la sala de espera es pequeña y falta privacidad en las ventanillas. Esperaba más limpieza y mantenimiento de un banco grande; deberían invertir para mejorar la experiencia del cliente.",2025-09-03,15,4,577
"Visité la sucursal de Bank Corp y mi experiencia con la cajera fue decepcionante. Fue poco profesional: tardó en atenderme, pareció distraída y no me explicó claramente las opciones. Al final la transacción se hizo, pero me fui con dudas y frustración. Espero que mejoren la formación del personal; se valora más eficiencia y un trato más atento.",2025-06-19,46,6,326
"Extrêmement déçu par l'état des agences Bank Corp. Saleté omniprésente, sièges déchirés et distributeurs automatiques souvent hors service. Éclairage faible, climatisation inexistante, toilettes sales et odeurs désagréables. Files d'attente mal organisées et personnel débordé, on se sent en insécurité. Aucune maintenance visible, accès handicapés mal aménagé. Inacceptable pour une banque prétendant offrir un service professionnel. Je ne recommande pas et j'éviterai ces agences.",2025-07-13,18,2,421
"Visited Bank Corp to access my safety deposit box. I had an appointment and the front-desk staff checked my ID and paperwork promptly. A bank employee escorted me to the vault area; access required signing in and using the box key. The process was straightforward but a bit slow due to other customers. Hours are standard business hours, so plan accordingly. Fees and policies were explained upon request. Overall, a routine and professional experience.",2025-07-22,28,6,644
